d;h;l;c;o;v
2012-11-21;1056,902;1048,161;1053,64;1050,548;73288776
2012-11-22;1062,187;1054,011;1060,98;1056,587;74734378
2012-11-23;1071,775;1058,308;1071,77;1061,926;74724827
2012-11-26;1074,209;1065,109;1068,98;1069,286;75724268
2012-11-27;1075,563;1068,245;1071,73;1073,045;74222001
2012-11-28;1069,969;1061,192;1069,39;1067,276;70854254
2012-11-29;1085,034;1074,223;1085,03;1074,857;84898570
2012-11-30;1090,941;1083,246;1085,85;1084,395;96186847
2012-12-03;1096,939;1086,835;1088,88;1089,156;66044909
2012-12-04;1090,059;1085,158;1088,6;1087,445;58040064
2012-12-05;1096,257;1090,409;1091,33;1092,469;77696863
2012-12-06;1102,712;1094,923;1098,03;1095,789;93998501
2012-12-07;1100,845;1094,664;1098,62;1099,084;74771093
2012-12-10;1107,026;1093,545;1105,95;1094,551;88198862
2012-12-11;1109,565;1101,99;1108,96;1104,729;85372188
2012-12-12;1109,982;1102,22;1103,35;1109,982;76564871
2012-12-13;1103,884;1092,12;1092,12;1102,791;127037800
2012-12-14;1099,075;1093,546;1098,08;1094,213;78843392
2012-12-17;1102,413;1094,799;1101,71;1098,332;78044668
2012-12-18;1108,748;1103,096;1107,48;1105,631;114168346
2012-12-19;1110,03;1103,953;1108,94;1109,739;100253580
2012-12-20;1109,196;1101,906;1108,073;1102,036;80034079
2012-12-21;1109,145;1097,977;1107,93;1101,604;95839134
2012-12-27;1114,051;1104,067;1110,91;1104,179;62233130
2012-12-28;1114,001;1104,692;1104,73;1111,169;72443602
2013-01-02;1129,962;1116,623;1129,96;1122,456;80528963
2013-01-03;1130,894;1126,096;1130,4;1127,609;63056067
2013-01-04;1136,77;1126,378;1136,77;1128,867;66234270
2013-01-07;1137,371;1130,13;1130,13;1136,91;85150448
2013-01-08;1133,28;1124,32;1125,39;1128,627;86838691
2013-01-09;1128,658;1118,983;1127,67;1126,425;88190514
2013-01-10;1131,265;1125,398;1126,87;1129,546;143521455
2013-01-11;1132,28;1126,663;1132,28;1129,998;96680171
2013-01-14;1138,073;1130,776;1132,84;1133,174;82373507
2013-01-15;1133,967;1125,387;1127,51;1132,503;115548318
2013-01-16;1130,651;1123,743;1130,62;1127,186;77205068
2013-01-17;1137,728;1129,441;1136,2;1129,742;95528874
2013-01-18;1141,171;1133,464;1135,02;1141,171;80721185
2013-01-21;1143,626;1135,014;1143,09;1136,373;75624553
2013-01-22;1142,961;1135,325;1139,15;1142,307;97183552
2013-01-23;1141,993;1136,753;1140,82;1137,311;94827572
2013-01-24;1146,93;1137,842;1146,93;1140,089;131329333
2013-01-25;1158,504;1144,711;1158,504;1146,811;97562200
2013-01-28;1162,487;1157,656;1160,25;1162,177;91469072
2013-01-29;1161,97;1155,738;1161,97;1159,753;81973581
2013-01-30;1173,38;1162,974;1173,38;1165,168;147655640
2013-01-31;1182,123;1168,252;1169,17;1177,034;175589636
2013-02-01;1178,875;1167,528;1176,112;1167,725;133204108
2013-02-04;1177,408;1160,477;1161,19;1177,025;119587480
2013-02-05;1175,541;1156,819;1175,54;1156,819;127662566
2013-02-06;1181,029;1168,674;1174,79;1174,723;143984343
2013-02-07;1177,062;1163,647;1165,71;1174,139;103718959
2013-02-08;1175,642;1165,52;1175,05;1168,435;103434481
2013-02-11;1176,282;1166,257;1171,01;1174,724;85402083
2013-02-12;1176,677;1166,375;1175,98;1171,746;77369708
2013-02-13;1186,018;1176,637;1185,46;1179,103;84017043
2013-02-14;1184,553;1176,975;1182,91;1183,539;103650118
2013-02-15;1187,519;1180,555;1183,434;1181,626;88350622
2013-02-18;1186,448;1181,087;1185,98;1183,262;62732379
2013-02-19;1193,799;1183,793;1193,77;1184,163;88624002
2013-02-20;1201,277;1191,68;1200,54;1193,539;96719890
2013-02-21;1195,137;1184,562;1188,95;1194,816;96923917
2013-02-22;1207,358;1191,26;1205,099;1191,264;94506167
2013-02-25;1212,322;1197,901;1199,44;1208,108;92856675
2013-02-26;1191,669;1180,756;1180,9;1180,816;100779430
2013-02-27;1194,128;1178,528;1194,07;1185,724;83941962
2013-02-28;1199,999;1192,52;1199,4;1196,707;92843439
2013-03-01;1203,76;1189,773;1199,21;1199,935;84787143
2013-03-04;1203,643;1190,374;1203,47;1194,86;78125127
2013-03-05;1219,217;1208,552;1217,41;1208,747;107005253
2013-03-06;1221,001;1208,101;1208,39;1217,682;87335629
2013-03-07;1213,334;1206,072;1208,09;1211,961;96616769
2013-03-08;1219,833;1211,401;1215,139;1213,595;86170003
2013-03-11;1218,285;1212,096;1218,08;1215,006;58591651
2013-03-12;1219,504;1208,303;1208,52;1215,697;100430849
2013-03-13;1211,474;1202,99;1210,889;1209,655;75354634
2013-03-14;1222,801;1214,88;1221,85;1216,207;88122145
2013-03-15;1218,989;1213,819;1217,352;1217,881;118163524
2013-03-18;1211,854;1194,835;1209,67;1195,929;101810452
2013-03-19;1210,189;1195,394;1195,98;1206,263;136248267
2013-03-20;1205,833;1198,049;1203,1;1201,452;107155369
2013-03-21;1198,478;1183,63;1187,72;1197,358;104335011
2013-03-22;1196,975;1179,745;1196,43;1182,315;97368457
2013-03-25;1206,781;1191,504;1195,58;1204,07;96290375
2013-03-26;1199,911;1192,348;1194,988;1196,843;83457480
2013-03-27;1200,203;1185,057;1194,49;1197,334;84292637
2013-03-28;1203,441;1192,752;1201,189;1195,373;50687557
2013-04-02;1211,254;1200,897;1210,08;1202,256;94595499
2013-04-03;1210,364;1201,006;1203,38;1206,894;100315968
2013-04-04;1201,459;1179,818;1183,01;1200,906;108345312
2013-04-05;1184,801;1162,07;1168,795;1181,51;106117979
2013-04-08;1177,832;1162,095;1164,85;1173,707;73575519
2013-04-09;1178,399;1169,379;1175,62;1169,394;85303813
2013-04-10;1194,665;1175,732;1193,66;1175,751;105627570
2013-04-11;1197,365;1190,443;1195,53;1191,263;82237793
2013-04-12;1192,4;1183,339;1185,329;1190,593;88499094
2013-04-15;1186,942;1168,568;1177,61;1184,567;93560761
2013-04-16;1177,196;1164,402;1167,48;1171,406;92686921
2013-04-17;1171,061;1146,523;1147,48;1171,061;132327132
2013-04-18;1155,473;1140,685;1146,65;1151,018;136220312
2013-04-19;1153,986;1143,462;1147,308;1151,432;102900103
2013-04-22;1158,29;1142,812;1143,3;1153,828;107002466
2013-04-23;1172,792;1143,829;1172,79;1144,903;149673918
2013-04-24;1176,908;1161,049;1176,908;1166,023;136944836
2013-04-25;1198,332;1174,656;1194,86;1175,403;142431941
2013-04-26;1196,552;1186,745;1194,665;1187,72;123452598
2013-04-29;1200,2;1188,381;1198,11;1194,595;86235475
2013-04-30;1204,038;1198,326;1198,99;1198,427;56437203
2013-05-02;1197,104;1186,791;1194,42;1191,304;100945702
2013-05-03;1208,605;1190,938;1203,337;1197,749;92003830
2013-05-06;1207,203;1200,003;1205,17;1202,216;59772988
2013-05-07;1215,14;1207,189;1208,1;1207,313;103822640
2013-05-08;1221,827;1209,267;1221,827;1209,849;46235380
2013-05-10;1232,854;1223,374;1227,306;1223,6;105605026
2013-05-13;1230,478;1220,814;1223,89;1227,631;81763498
2013-05-14;1225,978;1218,349;1224,85;1224,938;91710773
2013-05-15;1230,396;1222,914;1230,12;1224,039;78049655
2013-05-16;1239,913;1228,821;1235,0;1230,612;106604163
2013-05-17;1244,668;1232,535;1244,253;1234,663;94030065
2013-05-20;1250,105;1240,042;1243,37;1245,949;73172411
2013-05-21;1248,157;1236,308;1248,14;1241,957;84161851
2013-05-22;1257,563;1246,28;1254,57;1248,964;88254797
2013-05-23;1234,172;1216,05;1224,45;1232,305;117676586
2013-05-24;1231,288;1214,817;1217,056;1229,813;76634881
2013-05-27;1231,68;1220,681;1231,68;1221,926;38522442
2013-05-28;1245,8;1236,396;1244,04;1236,396;75183995
2013-05-29;1238,244;1220,494;1222,37;1237,861;75824542
2013-05-30;1229,039;1216,66;1225,176;1217,704;86647860
2013-05-31;1225,546;1209,564;1214,772;1225,546;116015416
2013-06-03;1222,663;1202,392;1209,713;1207,631;78980489
2013-06-04;1219,998;1205,468;1207,556;1214,986;67836095
2013-06-05;1205,171;1182,773;1185,04;1201,288;80804400
2013-06-07;1197,982;1175,527;1192,98;1182,931;105491887
2013-06-10;1197,166;1188,915;1192,86;1191,692;72350737
2013-06-11;1190,974;1178,544;1184,62;1189,626;106984126
2013-06-12;1192,905;1176,531;1177,259;1182,387;77924791
2013-06-13;1174,03;1155,942;1173,57;1163,299;103459211
2013-06-14;1185,21;1174,425;1177,585;1181,925;95488176
2013-06-17;1196,449;1180,231;1191,39;1180,355;80308395
2013-06-18;1198,12;1183,404;1193,949;1188,247;69279924
2013-06-19;1192,211;1174,156;1174,842;1191,188;204087943
2013-06-20;1163,664;1137,117;1138,6;1162,564;168383655
2013-06-24;1129,336;1108,958;1112,137;1122,465;138745932
2013-06-25;1133,206;1117,876;1129,25;1120,546;129660844
2013-06-26;1147,822;1128,77;1144,784;1131,728;95435207
2013-06-27;1163,337;1144,068;1161,0;1147,59;87125550
2013-06-28;1166,357;1150,258;1151,001;1163,217;106167285
2013-07-01;1165,979;1150,39;1165,635;1158,307;90683331
2013-07-02;1167,336;1153,88;1161,383;1167,336;81864498
2013-07-03;1154,73;1141,9;1154,545;1154,655;74164566
2013-07-04;1178,296;1158,831;1175,22;1159,709;87148556
2013-07-05;1186,326;1164,838;1167,518;1177,558;77526590
2013-07-08;1186,963;1173,516;1182,644;1173,516;65727759
2013-07-09;1194,766;1185,183;1194,755;1186,58;81296863
2013-07-10;1197,34;1185,807;1195,312;1192,698;73667451
2013-07-11;1211,372;1204,894;1211,37;1208,479;81235227
2013-07-12;1216,918;1210,573;1210,725;1212,772;73476578
2013-07-15;1222,595;1213,895;1215,234;1216,933;71950265
2013-07-16;1219,694;1210,404;1212,616;1217,864;92062412
2013-07-17;1218,384;1205,713;1211,105;1215,963;103521891
2013-07-18;1219,57;1207,418;1217,568;1208,363;128883069
2013-07-19;1221,21;1208,714;1221,21;1219,152;100974149
2013-07-22;1225,17;1210,24;1213,38;1221,393;66674136
2013-07-23;1222,457;1215,046;1216,684;1217,393;63383416
2013-07-24;1232,609;1220,083;1230,344;1221,627;73102773
2013-07-25;1232,949;1220,727;1232,949;1227,95;65579988
2013-07-26;1237,261;1224,658;1227,86;1235,859;49049353
2013-07-29;1236,285;1224,893;1226,976;1227,801;44728456
2013-07-30;1238,782;1230,499;1236,86;1230,499;51069070
2013-07-31;1242,047;1233,302;1234,07;1234,25;52510493
2013-08-01;1248,38;1240,103;1248,38;1240,657;55594068
2013-08-02;1252,817;1246,065;1250,536;1250,782;44641852
2013-08-05;1253,654;1248,306;1251,774;1250,629;46480775
2013-08-06;1253,999;1239,955;1242,119;1251,164;60710414
2013-08-07;1244,302;1236,094;1240,412;1239,337;62672405
2013-08-08;1254,36;1245,081;1249,218;1246,559;61137582
2013-08-09;1258,067;1249,944;1253,795;1253,139;64371459
2013-08-12;1257,207;1250,016;1253,692;1255,604;62952663
2013-08-13;1263,572;1254,078;1260,44;1256,979;79361413
2013-08-14;1265,883;1260,201;1262,48;1261,85;57319365
2013-08-15;1258,724;1238,407;1245,352;1258,582;66809406
2013-08-16;1255,21;1240,829;1255,015;1243,637;59111804
2013-08-19;1257,448;1250,174;1250,843;1255,316;67306254
2013-08-20;1248,241;1236,694;1247,148;1245,16;64213257
2013-08-21;1250,033;1226,051;1226,051;1249,322;76806210
2013-08-22;1241,435;1226,556;1237,14;1226,556;67239162
2013-08-23;1243,815;1234,839;1243,815;1238,901;59738667
2013-08-26;1246,95;1234,913;1245,993;1245,596;54061627
2013-08-27;1241,409;1222,445;1224,849;1240,888;90128660
2013-08-28;1226,016;1206,116;1218,15;1208,005;88445069
2013-08-29;1225,53;1218,424;1224,313;1222,794;67169421
2013-08-30;1226,234;1214,016;1214,351;1226,169;80503658
2013-09-02;1232,377;1220,981;1230,883;1222,107;60100154
2013-09-03;1240,99;1226,221;1238,64;1235,366;165818835
2013-09-04;1244,586;1232,706;1242,52;1240,479;90748076
2013-09-05;1250,107;1241,585;1243,897;1241,871;117630733
2013-09-06;1250,128;1238,452;1249,049;1244,949;109091770
2013-09-09;1251,047;1242,486;1249,112;1249,437;70751917
2013-09-10;1268,254;1255,682;1268,221;1255,682;91962006
2013-09-11;1274,159;1265,856;1270,659;1268,104;85912937
2013-09-12;1271,376;1265,182;1268,302;1269,821;96953214
2013-09-13;1266,89;1262,21;1265,968;1266,04;80713391
2013-09-16;1279,986;1273,769;1278,407;1279,986;90079141
2013-09-17;1277,526;1273,621;1274,225;1276,142;70743107
2013-09-18;1277,12;1271,379;1276,739;1275,201;79463564
2013-09-19;1291,875;1282,916;1286,489;1291,201;97118511
2013-09-20;1287,009;1283,192;1285,783;1284,8;80654308
2013-09-23;1286,687;1273,345;1274,772;1284,665;75502933
2013-09-24;1282,733;1274,776;1282,733;1275,261;97889867
2013-09-25;1276,652;1263,032;1265,69;1275,212;152342749
2013-09-26;1277,412;1272,268;1275,234;1275,61;100124767
2013-09-27;1279,668;1266,241;1269,476;1276,087;78335238
2013-09-30;1262,138;1253,293;1259,603;1258,208;88755426
2013-10-01;1269,25;1258,617;1268,354;1261,11;73357628
2013-10-02;1265,285;1255,532;1260,242;1264,914;75476731
2013-10-03;1267,981;1254,569;1256,272;1261,704;84152124
2013-10-04;1258,83;1250,833;1251,39;1255,117;76836769
2013-10-07;1249,354;1239,261;1246,863;1249,354;69564573
2013-10-08;1247,854;1239,915;1241,822;1246,592;77760257
2013-10-09;1245,854;1234,037;1235,358;1239,169;79239570
2013-10-10;1261,621;1242,175;1260,519;1242,311;79926699
2013-10-11;1268,011;1260,237;1266,388;1265,099;63521862
2013-10-14;1262,014;1254,462;1258,718;1261,192;60132883
2013-10-15;1272,385;1262,497;1265,459;1264,053;93286945
2013-10-16;1266,935;1253,773;1266,012;1262,387;81583560
2013-10-17;1269,107;1257,993;1266,905;1267,386;95713766
2013-10-18;1283,9;1268,351;1283,9;1270,21;82306496
2013-10-21;1290,758;1284,244;1288,547;1284,798;74069379
2013-10-22;1300,92;1291,032;1300,226;1291,912;121677826
2013-10-23;1295,099;1288,794;1291,616;1295,099;97768234
2013-10-24;1298,657;1290,015;1298,604;1291,125;117982582
2013-10-25;1291,609;1284,31;1290,634;1291,609;125041136
2013-10-28;1294,972;1285,299;1288,417;1293,905;92371999
2013-10-29;1293,702;1285,012;1290,776;1285,012;91106436
2013-10-30;1295,598;1287,945;1291,145;1292,917;86961220
2013-10-31;1290,684;1281,883;1283,523;1288,271;86236036
2013-11-01;1285,487;1274,953;1278,415;1285,455;39257052
2013-11-04;1286,323;1279,728;1281,406;1283,082;64587761
2013-11-05;1285,293;1271,585;1274,074;1284,007;76784707
2013-11-06;1288,144;1275,125;1283,479;1276,719;96824487
2013-11-07;1296,477;1279,85;1284,689;1284,677;105801507
2013-11-08;1287,151;1274,954;1281,862;1277,981;77921841
2013-11-11;1287,99;1282,671;1287,713;1283,959;52540593
2013-11-12;1288,012;1278,911;1279,86;1288,012;71947158
2013-11-13;1278,367;1269,747;1274,697;1276,316;79225023
2013-11-14;1289,46;1281,842;1289,166;1284,461;79164314
2013-11-15;1296,765;1289,771;1295,927;1291,871;80363186
2013-11-18;1305,432;1293,435;1304,8;1293,99;81164594
2013-11-19;1301,167;1296,407;1299,508;1299,342;64543916
2013-11-20;1298,282;1289,668;1294,696;1296,679;68146587
2013-11-21;1290,579;1281,771;1290,5;1288,709;60734505
2013-11-22;1297,87;1290,451;1297,87;1292,371;61590708
2013-11-25;1306,134;1301,218;1306,134;1301,35;53476594
2013-11-26;1308,13;1304,074;1305,776;1304,971;82903326
2013-11-27;1311,474;1305,22;1310,126;1305,57;51277659
2013-11-28;1316,299;1310,705;1315,213;1310,705;57845632
2013-11-29;1314,851;1307,706;1307,706;1312,078;85530626
2013-12-02;1309,087;1301,113;1304,575;1307,753;59123307
2013-12-03;1305,11;1278,976;1281,32;1305,059;92406013
2013-12-04;1288,302;1269,418;1279,032;1284,087;83650641
2013-12-05;1284,203;1269,515;1269,515;1277,512;77506763
2013-12-06;1278,692;1263,298;1274,634;1273,831;90141911
2013-12-09;1284,779;1273,916;1283,352;1278,428;85859877
2013-12-10;1282,666;1266,958;1270,2;1280,126;94506093
2013-12-11;1276,295;1265,277;1268,054;1267,579;76028821
2013-12-12;1265,145;1253,227;1254,999;1264,833;91866633
2013-12-13;1261,812;1252,69;1255,714;1258,177;78993552
2013-12-16;1269,113;1254,131;1269,08;1257,792;77198247
2013-12-17;1275,012;1262,827;1263,26;1268,338;77988437
2013-12-18;1277,457;1268,485;1275,12;1268,485;95122733
2013-12-19;1300,892;1286,051;1300,89;1286,611;108572251
2013-12-20;1311,375;1296,559;1309,923;1300,125;133235968
2013-12-23;1320,561;1311,52;1320,561;1311,52;70855899
2013-12-27;1335,589;1326,664;1334,418;1326,664;53204606
2013-12-30;1338,533;1326,732;1332,952;1334,804;67463085
2014-01-02;1334,71;1320,764;1324,35;1333,985;76349401
2014-01-03;1330,686;1320,522;1325,12;1324,022;51771156
2014-01-07;1330,089;1323,37;1326,24;1329,354;98508792
2014-01-08;1332,219;1323,197;1324,83;1330,254;94783643
2014-01-09;1332,665;1322,3;1323,58;1327,463;77907818
2014-01-10;1334,473;1325,957;1329,84;1328,427;83334849
2014-01-13;1335,524;1328,329;1328,65;1335,01;71791232
2014-01-14;1325,515;1313,924;1323,89;1321,234;92257933
2014-01-15;1343,928;1329,392;1342,99;1329,91;87586739
2014-01-16;1345,216;1340,117;1342,65;1344,297;86400216
2014-01-17;1351,829;1341,117;1350,1;1342,146;90925791
2014-01-20;1352,776;1346,799;1350,983;1348,058;64242557
2014-01-21;1355,367;1348,656;1350,02;1350,856;106794022
2014-01-22;1358,555;1349,757;1355,24;1351,877;114913013
2014-01-23;1354,838;1337,518;1339,8;1352,636;120260482
2014-01-24;1344,69;1318,482;1318,53;1340,141;104406696
2014-01-27;1318,849;1307,826;1317,24;1317,9;113296671
2014-01-28;1321,3;1309,216;1318,41;1318,731;131070143
2014-01-29;1327,252;1295,606;1310,13;1324,934;166799915
2014-01-30;1311,117;1297,521;1302,83;1302,103;133525388
2014-01-31;1306,288;1292,038;1304,45;1305,778;127955817
2014-02-03;1312,324;1285,209;1285,91;1302,802;107804966
2014-02-04;1283,9;1275,774;1280,99;1279,292;94796833
2014-02-05;1295,812;1283,955;1292,46;1289,181;124077721
2014-02-06;1313,834;1298,034;1308,14;1302,014;157526579
2014-02-07;1315,412;1308,329;1313,2;1314,263;123709422
2014-02-10;1319,414;1313,422;1318,65;1317,306;81941055
2014-02-11;1335,123;1322,517;1335,12;1323,569;85668629
2014-02-12;1341,137;1329,995;1330,02;1339,081;98009700
2014-02-13;1330,408;1318,384;1330,38;1328,673;78660477
2014-02-14;1337,14;1328,719;1335,89;1331,135;68075448
2014-02-17;1345,576;1338,794;1342,203;1338,81;51947573
2014-02-18;1343,358;1325,822;1329,04;1343,347;87842768
2014-02-19;1338,0;1324,631;1338,0;1327,778;77404034
2014-02-20;1341,872;1325,012;1341,85;1326,349;84261993
2014-02-21;1350,172;1343,293;1349,119;1346,105;91786480
2014-02-24;1370,11;1351,328;1370,11;1356,116;123123480
2014-02-25;1372,514;1363,037;1371,94;1367,485;98764986
2014-02-26;1373,685;1368,196;1373,36;1371,392;67078776
2014-02-27;1373,664;1359,119;1368,83;1370,905;74899664
2014-02-28;1371,301;1363,486;1369,127;1367,862;73837579
2014-03-03;1349,532;1334,086;1335,56;1344,505;125916448
2014-03-04;1363,513;1343,656;1363,44;1343,656;111612616
2014-03-05;1368,143;1361,992;1364,92;1364,1;102688031
2014-03-06;1376,448;1370,502;1374,32;1370,607;93998770
2014-03-07;1376,323;1356,598;1358,36;1372,523;94063479
2014-03-10;1367,185;1354,35;1359,93;1356,255;71951147
2014-03-11;1365,534;1353,238;1359,18;1363,48;90172593
2014-03-12;1355,22;1342,685;1346,36;1354,844;85577569
2014-03-13;1351,25;1336,7;1337,23;1349,443;78756188
2014-03-14;1329,949;1317,915;1326,823;1324,184;98127836
2014-03-17;1350,477;1327,245;1349,39;1328,485;76900732
2014-03-18;1362,083;1344,037;1359,07;1347,08;89819102
2014-03-19;1362,944;1356,625;1360,48;1359,637;91968832
2014-03-20;1352,475;1342,707;1352,47;1349,392;93480156
2014-03-21;1354,891;1345,776;1351,428;1348,61;131459338
2014-03-24;1353,658;1335,496;1335,5;1352,057;104432190
2014-03-25;1350,769;1337,822;1350,67;1337,822;107727069
2014-03-26;1359,278;1349,456;1351,48;1350,546;93185417
2014-03-27;1344,294;1337,362;1341,69;1341,849;104680442
2014-03-28;1350,262;1342,773;1346,481;1345,919;81636590
2014-03-31;1365,026;1349,821;1364,97;1350,866;93461804
2014-04-01;1377,378;1367,453;1375,01;1367,457;88405261
2014-04-02;1382,134;1374,185;1377,5;1377,47;82808805
2014-04-03;1375,174;1368,355;1368,88;1372,858;95459032
2014-04-04;1376,475;1366,41;1369,694;1366,41;80156007
2014-04-07;1363,73;1356,654;1357,31;1360,754;92002033
2014-04-08;1363,518;1352,172;1361,53;1359,309;88967521
2014-04-09;1371,646;1364,395;1366,53;1365,335;85301058
2014-04-10;1373,32;1354,99;1354,99;1372,368;88805222
2014-04-11;1348,428;1330,712;1344,122;1345,033;111520251
2014-04-14;1349,968;1332,117;1348,22;1334,497;84291959
2014-04-15;1351,734;1328,823;1329,28;1349,815;84429069
2014-04-16;1342,55;1336,64;1342,55;1338,524;67416606
2014-04-17;1345,753;1338,931;1341,565;1344,452;37687658
2014-04-22;1369,45;1354,545;1369,45;1355,675;85253279
2014-04-23;1364,352;1352,473;1353,06;1363,639;108958072
2014-04-24;1369,378;1351,056;1365,27;1358,841;118011372
2014-04-25;1368,33;1357,73;1360,354;1362,892;99772205
2014-04-28;1368,394;1353,485;1357,56;1366,36;97015623
2014-04-29;1371,708;1358,405;1371,65;1358,702;132852973
2014-04-30;1367,795;1362,895;1364,39;1363,596;56566959
2014-05-02;1369,312;1357,924;1360,193;1369,312;88475330
2014-05-05;1362,611;1346,315;1358,59;1357,604;67680790
2014-05-06;1364,596;1350,742;1352,98;1361,676;83604854
2014-05-07;1352,794;1341,828;1343,13;1347,503;94218756
2014-05-08;1359,132;1345,406;1359,13;1345,406;82849641
2014-05-09;1358,77;1351,227;1354,336;1357,029;69609145
2014-05-12;1364,812;1357,484;1364,78;1357,484;81925401
2014-05-13;1373,621;1367,649;1373,62;1367,959;86022177
2014-05-14;1375,93;1369,452;1375,93;1372,375;66783644
2014-05-15;1386,498;1376,501;1385,84;1381,048;117600966
2014-05-16;1384,178;1377,397;1382,141;1381,573;82709126
2014-05-19;1382,425;1372,335;1379,92;1378,458;90013099
2014-05-20;1384,372;1380,006;1381,27;1380,823;82670179
2014-05-21;1389,053;1374,657;1385,86;1378,743;83401239
2014-05-22;1390,996;1384,106;1388,52;1387,107;73926132
2014-05-23;1392,297;1382,543;1392,281;1388,092;65014868
2014-05-26;1397,472;1393,573;1394,152;1396,075;43883965
2014-05-27;1399,336;1389,031;1395,389;1394,015;62377101
2014-05-28;1397,725;1389,74;1392,85;1397,657;36035821
2014-05-30;1404,626;1393,159;1402,082;1393,159;85574392
2014-06-02;1406,259;1397,902;1399,4;1406,259;79070815
2014-06-03;1398,858;1392,19;1395,77;1398,816;59373883
2014-06-04;1397,896;1391,844;1397,47;1393,303;55355756
2014-06-05;1401,229;1391,198;1391,2;1396,244;92129757
2014-06-09;1406,44;1400,957;1406,44;1404,998;72926021
2014-06-10;1406,735;1401,5;1406,22;1401,698;68668222
2014-06-11;1410,09;1398,277;1400,35;1408,966;68972061
2014-06-12;1402,657;1395,49;1397,67;1401,872;60889713
2014-06-13;1397,392;1383,285;1390,147;1397,329;67444260
2014-06-16;1392,16;1380,28;1382,98;1387,93;73859519
2014-06-17;1390,09;1380,168;1384,27;1384,001;60547959
2014-06-18;1389,608;1378,42;1378,42;1386,51;76619763
2014-06-19;1391,521;1383,228;1386,04;1387,196;76847893
2014-06-23;1399,174;1381,235;1396,08;1388,641;70950854
2014-06-24;1400,564;1392,999;1400,37;1397,019;75028167
2014-06-25;1393,815;1375,259;1380,5;1393,744;76030613
2014-06-26;1383,157;1369,649;1372,38;1380,385;58572406
2014-06-27;1379,024;1372,702;1379,024;1374,356;54240373
2014-06-30;1384,134;1375,035;1376,81;1380,21;58723818
2014-07-01;1384,36;1372,879;1384,36;1377,866;63185363
2014-07-02;1390,019;1384,708;1388,11;1385,768;55064316
2014-07-03;1409,445;1390,01;1409,445;1390,457;87331733
2014-07-04;1409,17;1399,941;1399,941;1408,707;49272023
2014-07-07;1404,681;1396,349;1397,11;1399,386;50356908
2014-07-08;1399,883;1381,59;1381,59;1398,558;60257620
2014-07-09;1385,431;1376,684;1379,77;1383,722;49516696
2014-07-10;1379,09;1355,546;1357,82;1379,09;74189323
2014-07-11;1366,53;1356,24;1362,346;1359,447;58771486
2014-07-14;1383,038;1367,96;1382,55;1368,997;55312644
2014-07-15;1386,027;1368,83;1372,25;1384,192;66758328
2014-07-16;1393,12;1374,864;1393,12;1374,864;74874763
2014-07-17;1390,883;1376,36;1376,36;1389,705;91917552
2014-07-18;1388,824;1373,453;1387,368;1379,172;127989911
2014-07-21;1389,924;1378,637;1383,53;1388,28;70095772
2014-07-22;1399,094;1389,981;1399,09;1389,993;64100784
2014-07-23;1401,914;1395,343;1398,13;1396,358;65132900
2014-07-24;1407,546;1397,041;1405,7;1398,597;66714204
2014-07-25;1408,569;1400,997;1404,124;1403,045;48937508
2014-07-28;1408,203;1395,226;1400,87;1405,657;43565303
2014-07-29;1404,719;1397,176;1397,89;1403,377;42021741
2014-07-30;1402,963;1395,861;1398,23;1399,311;46048071
2014-07-31;1400,36;1377,286;1379,87;1400,018;67470698
2014-08-01;1383,55;1360,532;1361,443;1378,894;67747082
2014-08-04;1371,539;1360,143;1361,03;1369,171;49870089
2014-08-05;1368,291;1360,47;1366,13;1364,506;54222405
2014-08-06;1358,477;1342,187;1344,3;1358,386;80382105
2014-08-07;1349,696;1334,063;1334,4;1344,688;67128619
2014-08-08;1333,846;1320,992;1331,563;1324,998;72126462
2014-08-11;1358,155;1339,825;1357,36;1341,446;64975168
2014-08-12;1356,498;1346,927;1349,96;1356,498;62405879
2014-08-13;1361,821;1354,806;1361,82;1356,203;64218950
2014-08-14;1357,644;1350,043;1353,94;1355,491;55145363
2014-08-15;1368,512;1352,976;1352,976;1359,538;66501647
2014-08-18;1369,324;1362,317;1369,32;1365,066;46569305
2014-08-19;1376,614;1369,603;1376,61;1371,704;54331796
2014-08-20;1381,024;1367,873;1373,5;1376,192;58174811
2014-08-21;1385,184;1373,384;1385,03;1375,755;67773079
2014-08-22;1388,072;1378,173;1382,717;1386,145;52513795
2014-08-25;1394,69;1385,565;1394,69;1391,558;46665612
2014-08-26;1397,54;1388,735;1397,54;1393,357;55468897
2014-08-27;1398,482;1392,815;1397,41;1397,649;54564150
2014-08-28;1394,83;1380,59;1383,03;1393,638;76118426
2014-08-29;1388,992;1382,096;1388,885;1386,477;66687043
2014-09-01;1393,592;1382,465;1386,975;1390,627;52905592
2014-09-02;1391,935;1384,694;1387,94;1390,37;57161096
2014-09-03;1402,179;1391,884;1398,48;1393,254;79186746
2014-09-04;1402,345;1392,198;1397,99;1396,459;80404180
2014-09-05;1398,047;1384,857;1388,385;1397,083;75692951
2014-09-08;1392,73;1383,346;1392,73;1389,948;67090427
2014-09-09;1391,311;1382,557;1382,78;1389,376;73203138
2014-09-10;1388,314;1376,185;1387,38;1378,82;74475816
2014-09-11;1394,05;1378,438;1382,85;1392,287;83779286
2014-09-12;1389,601;1383,123;1388,587;1383,292;60328054
2014-09-15;1396,871;1380,221;1393,22;1382,117;62511186
