d;h;l;c;o;v
2004-08-25;683,88;676,14;683,26;678,24;177082553
2004-08-26;690,94;685,05;689,02;685,05;179277097
2004-08-27;691,04;684,79;690,92;688,6;176185061
2004-08-30;691,9;687,81;689,2;691,78;121400139
2004-08-31;690,42;683,2;685,03;687,15;234570565
2004-09-01;693,55;687,3;693,43;687,3;214633866
2004-09-02;697,61;689,67;694,28;691,83;214330340
2004-09-03;699,97;692,2;696,67;693,02;242785909
2004-09-06;699,46;696,4;697,36;697,22;99778707
2004-09-07;698,73;692,85;695,68;696,37;221753926
2004-09-08;698,38;693,59;693,66;695,91;241091667
2004-09-09;692,3;684,48;687,44;692,24;399731436
2004-09-10;693,01;688,67;691,91;690,04;163056667
2004-09-13;702,97;689,1;702,62;689,1;245656724
2004-09-14;701,45;695,63;699,57;701,45;182542044
2004-09-15;705,6;698,77;700,91;700,86;237548432
2004-09-16;705,6;695,13;700,03;700,86;210547805
2004-09-17;704,58;699,09;701,86;699,83;279025707
2004-09-20;701,72;696,82;700,17;700,46;187501764
2004-09-21;703,2;698,2;700,98;701,32;187664887
2004-09-22;707,25;699,28;702,1;700,7;438647422
2004-09-23;699,73;693,19;698,91;699,73;346222481
2004-09-24;700,31;694,83;697,69;698,77;199414168
2004-09-27;696,2;690,58;693,55;696,2;167377509
2004-09-28;696,44;689,76;694,51;690,79;211954267
2004-09-29;710,01;696,22;709,94;696,22;266304760
2004-09-30;715,1;704,96;705,76;710,99;213393587
2004-10-01;717,82;706,24;717,1;706,24;208938001
2004-10-04;727,64;719,2;726,79;719,2;200018027
2004-10-05;730,19;688,67;726,7;690,04;198495666
2004-10-06;726,96;719,85;723,1;726,26;179510565
2004-10-07;729,25;723,27;723,5;724,58;203789814
2004-10-08;726,37;718,52;721,73;721,63;206748812
2004-10-11;723,11;717,11;722,96;720,29;120069739
2004-10-12;723,02;712,7;716,44;723,02;221107083
2004-10-13;724,93;717,53;724,19;717,74;186941829
2004-10-14;724,76;716,44;717,78;722,97;251010087
2004-10-15;716,15;710,08;713,8;716,15;213401278
2004-10-18;715,87;711,86;713,09;713,94;157119711
2004-10-19;726,51;716,52;723,85;716,52;224014545
2004-10-20;721,07;709,88;713,77;721,07;307600074
2004-10-21;716,7;707,35;710,9;716,06;386032848
2004-10-22;707,05;699,8;702,79;702,86;759122668
2004-10-25;699,12;685,0;686,33;698,22;291546698
2004-10-26;691,73;685,71;690,12;688,28;231372541
2004-10-27;702,49;693,22;701,36;694,85;282118504
2004-10-28;708,06;702,44;705,07;703,92;286742878
2004-10-29;708,55;701,79;702,55;704,63;192619153
2004-11-01;711,52;700,61;711,49;702,06;127208802
2004-11-02;723,83;711,97;723,72;712,95;234565072
2004-11-03;729,46;722,19;726,49;726,93;306104577
2004-11-04;725,71;718,75;722,28;723,38;262814343
2004-11-05;728,47;724,14;726,54;725,39;92291552
2004-11-08;730,48;722,55;728,4;725,67;206338574
2004-11-09;732,79;727,47;729,75;727,94;155230857
2004-11-10;735,7;727,38;730,27;727,94;209632681
2004-11-11;737,8;729,18;735,98;730,11;217308188
2004-11-12;743,42;738,54;742,41;740,13;250278556
2004-11-15;748,97;740,19;742,64;748,16;236136429
2004-11-16;743,38;737,02;739,63;743,38;166355925
2004-11-17;748,99;740,11;748,98;740,11;190311499
2004-11-18;751,22;745,71;748,44;747,7;184226537
2004-11-19;748,05;739,29;740,17;745,18;156854974
2004-11-22;736,23;731,23;735,01;736,23;214148615
2004-11-23;741,88;737,83;737,83;738,24;217520656
2004-11-24;742,25;737,34;738,17;739,29;164299956
2004-11-25;743,86;738,31;743,56;739,16;105880899
2004-11-26;744,48;739,8;743,52;743,08;136633402
2004-11-29;753,58;744,43;745,81;744,43;203789782
2004-11-30;747,69;742,8;743,34;745,98;165222638
2004-12-01;750,13;742,05;750,13;743,87;215005398
2004-12-02;755,9;750,54;753,74;752,81;218169652
2004-12-03;753,85;744,06;744,4;752,75;244238618
2004-12-06;743,27;737,69;740,45;743,27;139962770
2004-12-07;747,8;740,44;746,05;740,74;167757978
2004-12-08;745,17;738,22;740,82;742,55;270795497
2004-12-09;740,12;731,81;731,91;739,48;845089121
2004-12-10;738,1;732,86;736,89;734,24;181163775
2004-12-13;741,76;735,78;738,26;735,78;149196494
2004-12-14;741,26;736,03;739,11;739,49;158070138
2004-12-15;743,39;737,13;737,25;739,73;191590961
2004-12-16;742,58;737,42;739,94;737,42;206251924
2004-12-17;740,72;728,76;728,94;739,34;226498995
2004-12-20;736,96;730,0;735,05;730,43;179597129
2004-12-21;739,08;733,73;737,69;734,37;153307489
2004-12-22;743,65;739,12;743,3;739,14;133691285
2004-12-23;742,15;737,75;741,98;742,15;143776845
2004-12-27;744,35;739,77;741,89;741,12;75659564
2004-12-28;744,14;736,61;739,84;740,55;66472834
2004-12-29;742,05;736,58;740,79;740,09;103090416
2004-12-30;743,28;740,49;741,88;740,96;94425347
2005-01-03;750,77;740,23;747,76;741,14;163743661
2005-01-04;754,67;746,32;753,56;746,64;243451909
2005-01-05;751,29;744,24;745,23;751,29;88852977
2005-01-06;745,23;745,23;745,23;745,23;88852977
2005-01-07;748,65;743,94;748,02;744,37;205169460
2005-01-10;757,9;749,36;757,45;749,54;197135316
2005-01-11;758,13;747,22;747,8;756,15;223193749
2005-01-12;748,68;732,43;734,31;748,68;311239849
2005-01-13;741,12;733,16;737,36;736,38;284854166
2005-01-14;743,08;733,95;742,63;737,27;248047683
2005-01-17;749,18;743,51;747,73;743,51;160197554
2005-01-18;746,68;739,5;746,16;746,68;226366547
2005-01-19;748,08;744,59;746,09;746,74;236995728
2005-01-20;742,96;736,03;736,87;742,16;289935576
2005-01-21;739,36;734,25;735,1;737,0;227016812
2005-01-24;733,13;724,73;727,56;733,13;326131845
2005-01-25;737,49;725,22;736,19;725,24;272217671
2005-01-26;739,04;733,09;736,73;736,96;212885496
2005-01-27;744,38;734,86;741,92;737,35;343840833
2005-01-28;742,43;735,25;735,32;741,87;225526023
2005-01-31;745,99;737,74;741,5;737,74;205864194
2005-02-01;750,55;739,98;750,06;742,28;215620869
2005-02-02;756,55;749,74;754,04;750,68;201354577
2005-02-03;755,22;748,9;750,12;751,75;354989939
2005-02-04;757,98;750,2;755,57;750,2;211706524
2005-02-07;765,69;759,65;765,69;759,65;231177950
2005-02-08;766,75;762,57;762,98;765,52;208150802
2005-02-09;771,69;759,3;769,05;763,33;533827562
2005-02-10;763,0;754,69;755,63;761,21;675128348
2005-02-11;767,98;758,54;766,82;758,54;331069180
2005-02-14;770,92;763,68;765,38;767,6;163268821
2005-02-15;773,49;764,08;770,4;765,88;230714139
2005-02-16;769,56;759,82;764,56;769,56;269835562
2005-02-17;768,76;760,29;764,11;763,49;292873138
2005-02-18;764,01;758,02;758,02;762,95;194824867
2005-02-21;764,2;758,14;760,86;758,48;237651017
2005-02-22;760,84;754,08;758,64;760,1;377946796
2005-02-23;761,54;750,6;759,16;755,75;250305330
2005-02-24;764,57;760,05;761,61;760,09;186772788
2005-02-25;770,03;764,56;769,89;764,81;193339402
2005-02-28;774,52;769,06;769,97;771,09;262217949
2005-03-01;774,25;765,36;772,09;768,81;212680652
2005-03-02;776,56;769,92;776,54;773,32;215866287
2005-03-03;780,03;774,77;775,55;777,22;189457614
2005-03-04;784,17;776,26;784,17;776,26;138381993
2005-03-07;787,39;778,74;780,47;784,6;155093976
2005-03-08;779,54;775,62;775,78;779,31;178564416
2005-03-09;780,08;772,71;775,63;776,38;196832120
2005-03-10;774,37;765,82;766,64;774,37;147565945
2005-03-11;774,5;768,98;771,22;768,98;186290181
2005-03-14;774,6;766,25;773,37;770,27;172388319
2005-03-15;779,52;774,25;778,35;774,25;172577563
2005-03-16;777,16;765,17;765,43;777,16;319655442
2005-03-17;768,66;764,22;766,6;766,24;213357579
2005-03-18;769,6;763,63;764,26;767,43;157273945
2005-03-21;767,37;759,22;760,17;765,16;203178472
2005-03-22;768,37;760,79;766,32;761,34;242400079
2005-03-23;769,16;759,01;769,11;763,27;225446926
2005-03-24;772,31;768,26;770,48;768,69;95969456
2005-03-29;774,24;766,56;771,08;774,24;177467416
2005-03-30;769,57;764,62;769,49;768,3;294321322
2005-03-31;775,2;769,86;770,39;769,86;179835646
2005-04-01;779,93;771,3;778,64;771,3;179320874
2005-04-04;777,46;772,52;775,46;777,09;153163310
2005-04-05;784,13;778,0;784,13;778,0;201073249
2005-04-06;789,47;783,88;789,39;784,89;243506395
2005-04-07;790,31;785,09;788,29;787,95;304840750
2005-04-08;791,48;789,26;791,09;789,55;183966370
2005-04-11;792,81;785,57;792,3;790,07;152666254
2005-04-12;792,03;786,17;787,77;792,0;132191900
2005-04-13;794,03;789,35;791,83;790,01;280620854
2005-04-14;797,19;787,38;796,37;790,93;288660921
2005-04-15;792,9;782,44;784,29;792,9;295957296
2005-04-18;784,29;768,59;772,86;784,29;317586975
2005-04-19;778,91;772,33;773,9;772,86;197787265
2005-04-20;780,46;773,9;777,6;773,9;198679159
2005-04-21;777,9;771,07;775,28;773,1;411109645
2005-04-22;787,12;775,28;785,96;775,28;524476396
2005-04-25;786,21;779,68;786,16;785,96;231037711
2005-04-26;786,16;775,8;780,32;786,16;207440906
2005-04-27;780,32;755,23;757,05;780,32;362901575
2005-04-28;759,85;742,97;748,24;757,05;284105493
2005-04-29;753,97;744,84;749,54;748,24;244580281
2005-05-02;757,47;749,54;754,79;749,54;144172999
2005-05-03;760,11;753,45;757,64;754,79;171228603
2005-05-04;760,47;755,34;756,54;757,64;79539402
2005-05-06;768,95;756,54;766,25;756,54;260607010
2005-05-09;770,24;765,09;768,8;766,25;250830661
2005-05-10;773,15;763,34;765,45;768,8;235750584
2005-05-11;768,26;760,17;762,13;765,45;244226072
2005-05-12;771,85;762,13;770,4;762,13;322986347
2005-05-13;775,29;767,59;775,2;770,4;300543629
2005-05-16;775,46;769,96;774,92;775,2;200343132
2005-05-17;778,14;773,59;776,08;774,92;191724445
2005-05-18;783,15;776,65;781,66;776,65;289561958
2005-05-19;786,43;781,64;785,11;781,66;206250695
2005-05-20;787,69;783,45;784,58;785,11;190483554
2005-05-23;787,73;783,31;784,34;784,58;243201529
2005-05-24;785,91;782,88;784,64;784,34;216419524
2005-05-25;787,18;782,64;783,17;784,64;204983520
2005-05-26;790,96;783,17;790,13;783,17;154215211
2005-05-27;793,45;787,93;790,72;790,13;125202887
2005-05-30;793,8;788,11;793,8;790,72;61086738
2005-05-31;796,92;792,39;792,39;793,8;191162995
2005-06-01;796,56;792,01;795,58;792,39;170401370
2005-06-02;796,63;789,41;789,97;795,58;157021553
2005-06-03;793,33;785,55;787,58;789,97;241416635
2005-06-07;793,8;786,21;793,48;787,58;156237961
2005-06-08;798,08;791,91;796,64;793,48;150703079
2005-06-09;797,43;793,44;794,6;796,64;138093162
2005-06-10;801,03;794,6;799,59;794,6;179673557
2005-06-13;803,32;797,95;801,17;799,59;148325203
2005-06-14;807,62;800,17;807,62;801,17;258191920
2005-06-15;809,3;802,51;804,45;807,62;139405900
2005-06-16;809,8;804,45;809,8;804,45;144428254
2005-06-17;812,16;808,38;808,62;809,8;155965163
2005-06-20;813,18;806,91;811,85;808,62;169429182
2005-06-21;818,65;811,85;818,37;811,85;204308223
2005-06-22;820,46;816,58;818,93;818,37;200222122
2005-06-23;828,85;818,93;828,23;818,93;259026589
2005-06-27;828,23;809,58;809,91;828,23;224941756
2005-06-28;815,9;809,91;814,28;809,91;192327355
2005-06-29;823,01;814,28;821,26;814,28;150437373
2005-06-30;825,57;819,16;822,49;821,26;191364481
2005-07-01;830,15;819,46;830,15;822,49;266726735
2005-07-04;833,81;830,15;832,34;830,15;85721433
2005-07-05;832,87;828,3;830,03;832,34;137589180
2005-07-06;834,62;829,83;831,58;830,03;121271507
2005-07-07;830,43;799,78;818,54;830,43;437029857
2005-07-08;832,23;818,54;832,23;818,54;162217665
2005-07-11;846,22;833,97;845,63;833,97;169754711
2005-07-12;847,97;841,45;843,81;845,63;174866446
2005-07-13;851,47;843,81;850,15;843,81;187860327
2005-07-14;852,47;848,08;849,89;850,15;184980589
2005-07-15;851,82;847,37;848,46;849,89;138784256
2005-07-18;852,76;847,44;849,75;849,62;195520358
2005-07-19;852,5;847,51;852,5;849,75;172848235
2005-07-20;852,5;843,66;846,8;852,5;169562314
2005-07-21;855,67;846,8;852,79;846,8;529857613
2005-07-22;854,94;851,08;852,52;852,79;137623969
2005-07-25;854,19;848,79;852,41;852,52;159229546
2005-07-26;859,18;852,34;854,52;852,41;139142462
2005-07-27;861,87;854,52;861,49;854,52;112492642
2005-07-28;866,7;861,49;863,8;861,49;120794696
2005-07-29;868,8;862,56;863,84;863,8;105612153
2005-08-01;866,63;862,01;862,97;863,84;101310985
2005-08-02;871,01;862,97;870,87;862,97;90705969
2005-08-03;870,95;864,92;869,22;870,87;156035084
2005-08-04;871,64;862,08;863,53;869,22;140556316
2005-08-05;865,47;859,7;860,88;863,53;113775417
2005-08-08;863,85;858,78;861,0;860,88;110794460
2005-08-09;863,79;858,69;863,67;861,0;131083769
2005-08-10;876,06;863,6;874,86;863,6;181222303
2005-08-11;874,86;866,86;870,16;874,86;138303799
2005-08-12;871,95;866,0;866,86;870,16;85187619
2005-08-15;869,44;864,75;867,3;866,86;76314076
2005-08-16;870,54;863,37;865,51;868,46;10499235
2005-08-17;865,51;858,5;861,34;865,51;188010513
2005-08-18;864,15;857,16;861,41;862,49;133680784
2005-08-19;868,97;860,84;866,47;861,41;105633481
2005-08-22;869,61;864,56;866,94;866,47;128574120
2005-08-23;866,94;859,04;859,25;866,94;150227315
2005-08-24;859,59;846,5;849,47;859,25;214549304
2005-08-25;849,47;839,38;839,94;849,47;215890220
2005-08-26;844,55;832,86;833,86;839,94;177060187
2005-08-29;842,03;826,87;841,07;833,86;123715192
2005-08-30;847,22;838,0;838,33;841,07;179696175
2005-08-31;850,2;838,33;849,51;838,33;200996623
2005-09-01;855,31;849,51;851,89;849,51;162610076
2005-09-02;853,68;846,06;853,67;851,89;171054326
2005-09-05;858,46;851,4;856,21;853,67;94626984
2005-09-06;864,11;856,21;860,39;856,21;202333258
2005-09-07;865,72;860,39;863,54;860,39;170256298
2005-09-08;865,07;859,29;860,78;864,7;173777122
2005-09-09;869,46;860,78;868,93;860,78;254828466
2005-09-12;873,35;868,09;869,58;868,93;196264955
2005-09-13;869,75;864,33;867,0;869,58;241535504
2005-09-14;874,78;868,36;873,03;869,2;200174661
2005-09-15;873,03;868,23;869,44;873,03;172884951
2005-09-16;874,58;868,66;872,43;869,44;162451996
2005-09-19;876,11;869,84;872,39;872,43;156295440
2005-09-20;875,33;869,73;872,68;872,39;208270356
2005-09-21;872,21;863,48;864,05;871,52;242272781
2005-09-22;867,9;859,76;867,9;864,05;165090975
2005-09-23;870,26;867,1;870,03;867,9;143931625
2005-09-26;882,92;870,03;882,83;870,03;205500898
2005-09-27;884,71;880,3;882,77;882,83;229345611
2005-09-28;891,95;882,77;890,36;882,77;302963259
2005-09-29;895,36;888,42;890,99;890,36;250367913
2005-09-30;898,98;890,99;896,29;890,99;229302229
2005-10-03;905,38;897,25;905,38;897,45;217589281
2005-10-04;906,75;900,95;902,79;905,38;236940600
2005-10-05;902,79;893,88;898,5;902,79;227323745
2005-10-06;898,5;885,56;889,51;898,5;251346772
2005-10-07;890,23;886,12;888,13;889,51;207576786
2005-10-10;895,63;888,13;892,06;888,13;275731367
2005-10-11;896,95;891,35;892,51;892,06;199298094
2005-10-12;892,51;881,93;882,77;892,51;242348487
2005-10-13;884,53;872,67;873,94;882,77;287452048
2005-10-14;879,25;872,14;876,33;873,94;228110948
2005-10-17;880,85;872,76;872,89;878,13;144890045
2005-10-18;874,21;868,67;870,06;872,89;226488229
2005-10-19;870,06;855,34;856,5;870,06;301373133
2005-10-20;866,53;856,5;858,7;856,5;385701195
2005-10-21;858,7;851,14;854,6;858,7;447219839
2005-10-24;864,73;852,53;863,5;854,6;206699285
2005-10-25;877,13;863,5;870,78;863,5;329483317
2005-10-26;878,5;870,53;872,91;870,78;324575883
2005-10-27;872,91;861,32;862,86;872,91;342201971
2005-10-28;864,88;856,6;862,66;862,86;239792426
2005-10-31;882,7;862,66;882,63;862,66;237260594
2005-11-01;887,13;880,12;885,81;882,63;208173006
2005-11-02;889,39;881,58;888,65;885,81;170659401
2005-11-03;898,66;888,65;898,24;888,65;271414572
2005-11-04;900,5;895,32;896,62;898,24;80216194
2005-11-07;904,16;896,62;901,61;896,62;167787350
2005-11-08;906,9;898,91;899,28;901,61;215337854
2005-11-09;902,37;895,42;900,97;899,28;145656827
2005-11-10;906,95;900,25;900,64;900,97;216718591
2005-11-11;914,82;900,64;914,1;900,64;172492204
2005-11-14;917,9;912,74;914,3;914,1;183062105
2005-11-15;916,19;910,03;911,53;914,3;180253286
2005-11-16;913,59;907,75;912,46;911,53;217584895
2005-11-17;916,97;912,46;914,41;912,46;237248149
2005-11-18;923,06;914,41;918,98;914,41;216990206
2005-11-21;924,74;918,44;922,74;918,98;194704349
2005-11-22;925,85;915,56;916,84;922,74;266827917
2005-11-23;922,52;916,84;921,71;916,84;256499203
2005-11-24;923,73;915,3;917,62;921,71;129626530
2005-11-25;923,44;916,68;919,65;917,62;152545347
2005-11-28;926,29;918,9;921,8;919,65;188960920
2005-11-29;922,65;916,69;919,32;921,8;184935979
2005-11-30;919,59;911,16;911,16;919,32;229212302
2005-12-01;927,72;911,16;927,16;911,16;294341658
2005-12-02;935,9;925,97;933,69;927,16;292530887
2005-12-05;937,4;926,98;926,98;933,69;214340973
2005-12-06;940,27;926,98;936,08;926,98;346267977
2005-12-07;940,67;936,06;936,78;936,08;268792373
2005-12-08;943,05;933,37;943,05;936,78;247117538
2005-12-09;945,16;939,75;943,16;943,05;264104377
2005-12-12;947,85;940,02;940,29;943,16;199594992
2005-12-13;943,15;937,59;942,78;940,29;235265294
2005-12-14;942,78;935,69;937,12;942,78;227686919
2005-12-15;938,4;933,03;934,79;937,12;253516816
2005-12-16;944,3;934,79;943,57;934,79;229237681
2005-12-19;947,46;941,87;943,72;943,57;157384538
2005-12-20;944,06;938,06;943,73;943,72;251799110
2005-12-21;949,31;943,73;949,27;943,73;166655059
2005-12-22;952,61;948,45;951,31;949,27;103687319
2005-12-23;959,53;951,12;958,44;951,31;84700028
2005-12-27;965,5;958,4;964,64;958,44;85916617
2005-12-28;964,64;959,58;961,12;964,64;68256775
2005-12-29;966,74;961,12;966,74;961,12;69235594
2005-12-30;966,74;959,35;960,01;966,74;85322847
2006-01-02;963,88;959,37;963,39;960,01;46727576
2006-01-03;971,79;963,37;967,6;963,39;204060175
2006-01-04;975,04;967,6;973,61;967,6;191553364
2006-01-05;974,42;971,07;972,89;973,61;191553364
2006-01-09;982,63;972,89;982,63;972,89;335505496
2006-01-10;984,02;972,45;975,42;982,63;246297120
2006-01-11;979,8;975,19;979,78;975,42;193810079
2006-01-12;979,78;972,12;976,02;979,78;332528600
2006-01-13;976,02;964,38;967,26;976,02;337019119
2006-01-16;971,7;963,03;971,64;967,26;208306130
2006-01-17;971,64;959,31;960,77;971,64;274245474
2006-01-18;960,77;940,97;941,61;960,77;311527753
2006-01-19;949,98;941,61;943,44;941,61;240253472
2006-01-20;949,94;935,87;935,87;943,44;272038940
2006-01-23;936,17;922,67;935,14;935,87;270861991
2006-01-24;938,44;928,75;929,22;935,14;274840878
2006-01-25;938,88;929,22;938,88;929,22;241067696
2006-01-26;947,29;938,04;946,16;938,88;368843173
2006-01-27;961,13;946,16;959,35;946,16;327687241
2006-01-30;962,36;956,4;958,99;959,35;251628470
2006-01-31;966,8;955,45;961,98;958,99;636949025
2006-02-01;970,71;961,98;968,9;961,98;265367259
2006-02-02;975,62;968,82;969,68;968,9;278163622
2006-02-03;970,55;962,0;963,14;969,68;185075747
2006-02-06;969,2;963,14;968,45;963,14;120956475
2006-02-07;972,12;961,02;961,71;968,45;171034680
2006-02-08;966,99;953,21;965,81;961,71;313193549
2006-02-09;978,8;965,81;977,4;965,81;251644870
2006-02-10;977,4;967,56;968,57;977,4;294056368
2006-02-13;974,05;968,57;973,37;968,57;211176010
2006-02-14;980,37;973,37;977,83;973,37;219235734
2006-02-15;979,05;974,29;976,12;977,83;290318822
2006-02-16;984,3;976,12;983,58;976,12;231110978
2006-02-17;989,85;982,89;982,89;983,58;209597388
2006-02-20;986,36;980,68;985,77;982,89;131289804
2006-02-21;997,57;985,77;993,51;985,77;271798677
2006-02-22;1002,11;991,46;1001,06;993,51;231599397
2006-02-23;1007,75;1000,58;1001,66;1001,06;186023225
2006-02-24;1010,74;1001,66;1010,74;1001,66;143472615
2006-02-27;1015,81;1009,19;1015,71;1010,74;127760672
2006-02-28;1016,59;993,49;995,01;1015,71;195258352
2006-03-01;1006,29;994,69;1006,0;995,01;137136442
2006-03-02;1012,18;1001,74;1005,82;1006,0;188866705
2006-03-03;1011,69;1004,18;1010,05;1005,82;149591720
2006-03-06;1018,67;1010,05;1014,78;1010,05;165859300
2006-03-07;1014,78;1003,28;1006,28;1014,78;217291249
2006-03-08;1009,02;997,18;997,44;1006,28;210115132
2006-03-09;1008,93;997,44;1007,76;997,44;198964282
2006-03-10;1009,99;1002,64;1009,43;1007,76;232631407
2006-03-13;1018,7;1009,43;1018,36;1009,43;259970289
2006-03-14;1020,59;1015,01;1017,71;1018,36;200434842
2006-03-15;1027,43;1017,71;1024,44;1017,71;199776855
2006-03-16;1032,86;1022,64;1030,2;1024,44;394074661
2006-03-17;1037,27;1030,2;1034,06;1030,2;225389992
2006-03-20;1045,89;1034,06;1041,37;1034,06;517261062
2006-03-21;1046,24;1037,78;1045,12;1041,37;307221754
2006-03-22;1048,89;1038,56;1047,12;1045,12;371211923
2006-03-23;1055,88;1047,12;1054,54;1047,12;289449160
2006-03-24;1056,59;1053,9;1056,09;1054,54;233247547
2006-03-27;1063,74;1056,87;1056,92;1063,74;228339150
2006-03-28;1060,74;1051,58;1052,67;1056,92;173652412
2006-03-29;1060,37;1045,25;1059,93;1052,67;268097181
2006-03-30;1069,6;1059,93;1069,34;1059,93;329766111
2006-03-31;1069,34;1059,14;1059,94;1069,34;249385007
